City,Country,Gases Included,Emissions Column Number,Emissions Column Name,Emissions Row Number,Emissions Row Name,Emissions Response Answer,Emissions Description,Emissions Data Reported,Inventory Year,Population in inventory year,City_Location,Last update,Organization Name
Minneapolis,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),26,Generation of grid-supplied energy > Electricity-only generation^,0,2605 Generation of grid-supplied energy > Electricity-only generation^ - Outside Boundary,1,2020,436000,POINT (-93.2667 44.9833),04/02/2023 4:08:42 AM,"City of Minneapolis, MN"
Bloomington,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),22,AFOLU > Livestock,0,2205 AFOLU > Livestock - Outside Boundary,0,2018,85000,POINT (-86.5264 39.1653),04/02/2023 4:08:42 AM,"City of Bloomington, IN"
,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),15,Waste > Biological treatment^,0,1505 Waste > Biological treatment^ - Outside Boundary,0,2018,19200,,04/02/2023 4:08:42 AM,"Ferndale, MI"
Hayward,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,2,Stationary energy > Commercial buildings & facilities^,81358,0201 Stationary energy > Commercial buildings & facilities^ - Direct,1,2019,160197,POINT (-122.081 37.6689),04/02/2023 4:08:42 AM,"City of Hayward, CA"
Tacoma,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",3,Stationary energy > Institutional buildings & facilities^,0,0303 Stationary energy > Institutional buildings & facilities^ - Indirect,0,2019,216304,POINT (-122.444 47.2529),04/02/2023 4:08:42 AM,"City of Tacoma, WA"
Providence,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),30,Total generation of grid-supplied energy,0,3005 Total generation of grid-supplied energy - Outside Boundary,0,2018,179435,POINT (-71.4128 41.824),04/02/2023 4:08:42 AM,"City of Providence, RI"
Miami Beach,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),6,Stationary energy > Fugitive emissions^,0,0605 Stationary energy > Fugitive emissions^ - Outside Boundary,0,2019,88885,POINT (-80.13 25.7906),04/02/2023 4:08:42 AM,"City of Miami Beach, FL"
Saint Paul,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",10,Transportation > Waterborne navigation^,0,1003 Transportation > Waterborne navigation^ - Indirect,1,2020,305887,POINT (-93.09 44.9537),04/02/2023 4:08:42 AM,"City of Saint Paul, MN"
Park City,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),9,Transportation > Rail^,0,0905 Transportation > Rail^ - Outside Boundary,1,2016,8299,POINT (-111.498 40.6461),04/02/2023 4:08:42 AM,"City of Park City, UT"
Palo Alto,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),13,Total Transport,0,1305 Total Transport - Outside Boundary,1,2020,67973,POINT (-122.143 37.4419),04/02/2023 4:08:42 AM,"City of Palo Alto, CA"
,United States of America,CO2,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",6,Stationary energy > Fugitive emissions^,0,0603 Stationary energy > Fugitive emissions^ - Indirect,0,2017,75750,,04/02/2023 4:08:42 AM,"City of Bethlehem, PA"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,20,IPPU > Product use,0,2001 IPPU > Product use - Direct,0,2020,54583,,04/02/2023 4:08:42 AM,"Village of Oak Park, IL"
Worcester,United States of America,CH4; CO2; N2O,1,Emissions (metric tonnes CO2e),14,Industrial Processes and Product Use – Scope 1,0,1401 Industrial Processes and Product Use – Scope 1,0,2019,185428,,04/02/2023 4:08:42 AM,"City of Worcester, MA"
Baltimore,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),6,Stationary energy > Fugitive emissions^,0,0605 Stationary energy > Fugitive emissions^ - Outside Boundary,0,2020,585708,POINT (-76.6122 39.2904),04/02/2023 4:08:42 AM,"City of Baltimore, MD"
Louisville,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,7,Total Stationary Energy,2996703,0701 Total Stationary Energy - Direct,1,2016,765352,POINT (-85.6784 38.196),04/02/2023 4:08:42 AM,"City of Louisville, KY"
Ann Arbor,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,1,Stationary energy > Residential buildings^,188345,0101 Stationary energy > Residential buildings^ - Direct,1,2021,121536,POINT (-83.743 42.2808),04/02/2023 4:08:42 AM,"City of Ann Arbor, MI"
,United States of America,CO2,1,Emissions (metric tonnes CO2e),2,Scope 1 emissions from generation of grid-supplied energy,117905,0201 Scope 1 emissions from generation of grid-supplied energy,1,2020,22957,,04/02/2023 4:08:42 AM,"City of Prairie Village, KS"
Milwaukee,United States of America,CO2,1,Direct emissions (metric tonnes CO2e)^,12,Transportation > Off-road^,335106,1201 Transportation > Off-road^ - Direct,1,2018,592025,POINT (-87.9065 43.0389),04/02/2023 4:08:42 AM,"City of Milwaukee, WI"
,United States of America,CH4; CO2; HFCs; N2O; PFCs,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),12,Transportation > Off-road^,0,1205 Transportation > Off-road^ - Outside Boundary,0,2018,55573,POINT (-75.1195 40.1241),04/02/2023 4:08:42 AM,"Abington Township, PA"
"Cambridge, MA",United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),21,Total IPPU,0,2105 Total IPPU - Outside Boundary,1,2019,116632,POINT (-71.1057 42.3674),04/02/2023 4:08:42 AM,"City of Cambridge, MA"
Alexandria,United States of America,CH4; CO2; HFCs; N2O; PFCs,1,Emissions (metric tonnes CO2e),1,Total Scope 1 emissions (excluding generation of grid-supplied energy),776898,0101 Total Scope 1 emissions (excluding generation of grid-supplied energy),1,2018,156505,,04/02/2023 4:08:42 AM,"City of Alexandria, VA"
New York City,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,1,Stationary energy > Residential buildings^,11382862.54,0101 Stationary energy > Residential buildings^ - Direct,1,2020,8804190,POINT (-74.0059 40.7128),04/02/2023 4:08:42 AM,"New York City, NY"
,United States of America,,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),13,Total Transport,0,1305 Total Transport - Outside Boundary,0,,0,,04/02/2023 4:08:42 AM,"City of Urbana, IL"
,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",5,Stationary energy > Agriculture^,0,0503 Stationary energy > Agriculture^ - Indirect,1,2019,8577735,,04/02/2023 4:08:42 AM,Chicago Metropolitan Mayors Caucus
Denver,United States of America,,1,Direct emissions (metric tonnes CO2e)^,17,Waste > Wastewater^,5666,1701 Waste > Wastewater^ - Direct,1,2020/2021,715787,POINT (-104.985 39.7376),04/02/2023 4:08:42 AM,"City of Denver, CO"
Las Vegas,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,21,Total IPPU,0,2101 Total IPPU - Direct,0,2019,651297,POINT (-115.14 36.1699),04/02/2023 4:08:42 AM,"City of Las Vegas, NV"
Miami Beach,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),15,Waste > Biological treatment^,0,1505 Waste > Biological treatment^ - Outside Boundary,0,2019,88885,POINT (-80.13 25.7906),04/02/2023 4:08:42 AM,"City of Miami Beach, FL"
Palo Alto,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,28,Generation of grid-supplied energy > Heat/cold generation^,0,2801 Generation of grid-supplied energy > Heat/cold generation^ - Direct,1,2020,67973,POINT (-122.143 37.4419),04/02/2023 4:08:42 AM,"City of Palo Alto, CA"
,United States of America,,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),24,AFOLU > Other AFOLU,0,2405 AFOLU > Other AFOLU - Outside Boundary,0,,0,,04/02/2023 4:08:42 AM,"City of Beverly, MA"
"Columbia, MO",United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",13,Total Transport,0,1303 Total Transport - Indirect,1,2021,123619,POINT (-92.3341 38.9517),04/02/2023 4:08:42 AM,"City of Columbia, MO"
Hayward,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,18,Total Waste,48279,1801 Total Waste - Direct,1,2019,160197,POINT (-122.081 37.6689),04/02/2023 4:08:42 AM,"City of Hayward, CA"
Medford,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",1,Stationary energy > Residential buildings^,23045,0103 Stationary energy > Residential buildings^ - Indirect,1,2020/2021,59662,POINT (-122.876 42.3265),04/02/2023 4:08:42 AM,"City of Medford, MA"
Aurora,United States of America,,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),18,Total Waste,0,1805 Total Waste - Outside Boundary,0,,0,POINT (41.7606 88.3201),04/02/2023 4:08:42 AM,"City of Aurora, IL"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,6,Stationary energy > Fugitive emissions^,5349.54,0601 Stationary energy > Fugitive emissions^ - Direct,1,2020,54583,,04/02/2023 4:08:42 AM,"Village of Oak Park, IL"
San Antonio,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",3,Stationary energy > Institutional buildings & facilities^,0,0303 Stationary energy > Institutional buildings & facilities^ - Indirect,1,2019,1451853,POINT (-98.4936 29.4241),04/02/2023 4:08:42 AM,"City of San Antonio, TX"
Salem,United States of America,CO2,1,Direct emissions (metric tonnes CO2e)^,18,Total Waste,5074,1801 Total Waste - Direct,1,2021,43088,POINT (-70.8967 42.5195),04/02/2023 4:08:42 AM,"City of Salem, MA"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),12,Transportation > Off-road^,0,1205 Transportation > Off-road^ - Outside Boundary,0,2020,54583,,04/02/2023 4:08:42 AM,"Village of Oak Park, IL"
Las Vegas,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,12,Transportation > Off-road^,0,1201 Transportation > Off-road^ - Direct,0,2019,651297,POINT (-115.14 36.1699),04/02/2023 4:08:42 AM,"City of Las Vegas, NV"
Arlington,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),25,Total AFOLU,0,2505 Total AFOLU - Outside Boundary,1,2016,228800,POINT (-76.0026 37.2265),04/02/2023 4:08:42 AM,"Arlington, VA"
Palo Alto,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),31,Total Emissions (excluding generation of grid-supplied energy),6343.55,3105 Total Emissions (excluding generation of grid-supplied energy) - Outside Boundary,1,2020,67973,POINT (-122.143 37.4419),04/02/2023 4:08:42 AM,"City of Palo Alto, CA"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,14,Waste > Solid waste disposal^,0,1401 Waste > Solid waste disposal^ - Direct,1,2019,7500,,04/02/2023 4:08:42 AM,"Village of Hastings-on-Hudson, NY"
"Cambridge, MA",United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),16,Waste > Incineration and open burning^,2286,1605 Waste > Incineration and open burning^ - Outside Boundary,1,2019,116632,POINT (-71.1057 42.3674),04/02/2023 4:08:42 AM,"City of Cambridge, MA"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,29,Generation of grid-supplied energy > Local renewable generation,0,2901 Generation of grid-supplied energy > Local renewable generation - Direct,1,2019,7500,,04/02/2023 4:08:42 AM,"Village of Hastings-on-Hudson, NY"
"Lexington, MA",United States of America,CO2,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",13,Total Transport,0,1303 Total Transport - Indirect,1,2015,32000,POINT (-71.2269 42.4443),04/02/2023 4:08:42 AM,"Town of Lexington, MA"
Charlottesville,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),25,Total AFOLU,0,2505 Total AFOLU - Outside Boundary,1,2020,46553,POINT (-78.4767 38.0293),04/02/2023 4:08:42 AM,"City of Charlottesville, VA"
Tempe,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,12,Transportation > Off-road^,0,1201 Transportation > Off-road^ - Direct,1,2020,180587,POINT (-111.94 33.4255),04/02/2023 4:08:42 AM,"City of Tempe, AZ"
Hallandale Beach,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),9,Transportation > Rail^,0,0905 Transportation > Rail^ - Outside Boundary,1,2021,39901,POINT (-80.1484 25.9812),04/02/2023 4:08:42 AM,"City of Hallandale Beach, FL"
"Portland, OR",United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),8,Transportation > On-road^,0,0805 Transportation > On-road^ - Outside Boundary,0,2020,829560,POINT (-122.682 45.52),04/02/2023 4:08:42 AM,"City of Portland, OR"
Flagstaff,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),10,Transportation > Waterborne navigation^,0,1005 Transportation > Waterborne navigation^ - Outside Boundary,1,2021,76338,POINT (-111.631 35.1992),04/02/2023 4:08:42 AM,"City of Flagstaff, AZ"
"Cambridge, MA",United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,16,Waste > Incineration and open burning^,0,1601 Waste > Incineration and open burning^ - Direct,1,2019,116632,POINT (-71.1057 42.3674),04/02/2023 4:08:42 AM,"City of Cambridge, MA"
Atlanta,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,27,Generation of grid-supplied energy > CHP generation^,0,2701 Generation of grid-supplied energy > CHP generation^ - Direct,1,2019,488800,POINT (-84.388 33.749),04/02/2023 4:08:42 AM,"City of Atlanta, GA"
Boulder,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),10,Transportation > Waterborne navigation^,0,1005 Transportation > Waterborne navigation^ - Outside Boundary,1,2021/2022,108250,POINT (-105.252 40.0274),04/02/2023 4:08:42 AM,"City of Boulder, CO"
New Bedford,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),29,Generation of grid-supplied energy > Local renewable generation,0,2905 Generation of grid-supplied energy > Local renewable generation - Outside Boundary,1,2017,95125,POINT (-70.9342 41.6362),04/02/2023 4:08:42 AM,"City of New Bedford, MA"
Breckenridge,United States of America,CH4; CO2; N2O,1,Emissions (metric tonnes CO2e),14,Industrial Processes and Product Use – Scope 1,43334,1401 Industrial Processes and Product Use – Scope 1,1,2020,4947,POINT (106.038 39.4817),04/02/2023 4:08:42 AM,"Town of Breckenridge, CO"
